#                       1.000e-06 2.000e-04 1.000e-04 2.000e-03 1.000e-03
# iter          energy    delta_e   grad_max   grad_rms   disp_max   disp_rms
291    47.746922520567 -2.137e-06  5.088e-03  8.979e-03  1.243e-05* 2.878e-05*
292    47.746922363663 -1.569e-07* 6.807e-03  1.838e-02  4.677e-06* 1.126e-05*
293    47.746921384227 -9.794e-07* 3.670e-03  1.058e-02  7.571e-06* 1.630e-05*
294    47.746921317075 -6.715e-08* 5.071e-03  1.734e-02  2.762e-06* 6.667e-06*
295    47.746920550006 -7.671e-07* 3.528e-03  8.589e-03  7.879e-06* 2.011e-05*
296    47.746920338250 -2.118e-07* 6.606e-03  1.927e-02  7.860e-06* 2.197e-05*
297    47.746919281896 -1.056e-06  3.311e-03  7.626e-03  8.055e-06* 1.903e-05*
298    47.746919247904 -3.399e-08* 4.417e-03  1.108e-02  1.907e-06* 4.835e-06*
299    47.746918631534 -6.164e-07* 3.684e-03  9.206e-03  7.814e-06* 1.931e-05*
300    47.746917769742 -8.618e-07* 9.752e-03  3.564e-02  2.531e-05* 6.976e-05*
