#
# INPUTFILE C:\Users\mario\Documents\Code\Python\main_env\Dalton\input\md\benzene_2.md
#
# -- INPUT DATA --
#
# MOLFILE C:\Users\mario\Documents\Code\Python\main_env\Dalton\geom\xyzq\benzene_2.xyzq
# ENERGYOUT C:\Users\mario\Documents\Code\Python\main_env\Dalton\output\md\benzene_2.dat
# GEOMOUT C:\Users\mario\Documents\Code\Python\main_env\Dalton\output\md\benzene_2.xyz
# RANDOMSEED 278049999
# TEMPERATURE 298.150000 K
# BOUNDARY 21.750000 A
# BOUNDARYSPRING 250.000000 kcal/(mol*A^2)
# BOUNDARYTYPE sphere
# STATUSTIME 5.000000 s
# ENERGYTIME 0.001000 ps
# GEOMTIME 0.002500 ps
# TOTALTIME 2.000000 ps
# TIMESTEP 0.000100 ps
# EQTIME 0.300000 ps
# EQRATE 0.060000 ps
# VANDERWAALSCUTOFF 2.500000
# ELECTROSTATICCUTOFF 10.000000 A
# KINETIC_CALC_METHOD leapfrog
# GRADIENT_CALC_METHOD analytic
#
# -- ENERGY DATA --
#
# energy terms [kcal/mol]
#  time      e_total      e_kin      e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop       temp      press
 0.0450  8.74315e+01  4.768e+01  3.975e+01 -4.900e-01  4.024e+01  0.000e+00 -6.170e-01  1.270e-01  1.503e+01  1.574e+01  8.556e+00  9.132e-01  6.665e+02  1.758e+02
 0.0460  8.71339e+01  4.320e+01  4.394e+01 -4.785e-01  4.442e+01  0.000e+00 -6.211e-01  1.426e-01  1.895e+01  1.513e+01  9.367e+00  9.632e-01  6.038e+02  7.741e+01
 0.0470  8.68400e+01  4.490e+01  4.194e+01 -4.687e-01  4.241e+01  0.000e+00 -6.235e-01  1.549e-01  1.746e+01  1.367e+01  1.027e+01  1.007e+00  6.276e+02 -4.974e+00
 0.0480  8.65126e+01  5.089e+01  3.563e+01 -4.646e-01  3.609e+01  0.000e+00 -6.239e-01  1.593e-01  1.223e+01  1.164e+01  1.118e+01  1.038e+00  7.113e+02 -5.764e+01
 0.0490  8.61504e+01  5.423e+01  3.192e+01 -4.684e-01  3.239e+01  0.000e+00 -6.225e-01  1.542e-01  9.885e+00  9.477e+00  1.197e+01  1.052e+00  7.581e+02 -7.616e+01
 0.0500  8.57910e+01  5.108e+01  3.472e+01 -4.790e-01  3.519e+01  0.000e+00 -6.202e-01  1.412e-01  1.403e+01  7.605e+00  1.252e+01  1.045e+00  7.139e+02 -6.644e+01
 0.0510  8.54681e+01  4.516e+01  4.030e+01 -4.932e-01  4.080e+01  0.000e+00 -6.180e-01  1.248e-01  2.078e+01  6.291e+00  1.271e+01  1.014e+00  6.313e+02 -4.245e+01
 0.0520  8.51733e+01  4.346e+01  4.172e+01 -5.062e-01  4.222e+01  0.000e+00 -6.169e-01  1.106e-01  2.313e+01  5.608e+00  1.253e+01  9.578e-01  6.075e+02 -2.140e+01
 0.0530  8.48657e+01  4.799e+01  3.688e+01 -5.138e-01  3.739e+01  0.000e+00 -6.177e-01  1.040e-01  1.902e+01  5.490e+00  1.201e+01  8.795e-01  6.708e+02 -1.786e+01
 0.0540  8.45185e+01  5.362e+01  3.090e+01 -5.133e-01  3.141e+01  0.000e+00 -6.210e-01  1.077e-01  1.355e+01  5.821e+00  1.126e+01  7.881e-01  7.495e+02 -3.875e+01
 0.0550  8.41483e+01  5.426e+01  2.989e+01 -5.048e-01  3.039e+01  0.000e+00 -6.261e-01  1.213e-01  1.281e+01  6.494e+00  1.039e+01  6.952e-01  7.585e+02 -8.094e+01
 0.0560  8.37919e+01  5.006e+01  3.373e+01 -4.909e-01  3.422e+01  0.000e+00 -6.319e-01  1.410e-01  1.667e+01  7.431e+00  9.515e+00  6.137e-01  6.997e+02 -1.322e+02
 0.0570  8.34597e+01  4.697e+01  3.649e+01 -4.762e-01  3.696e+01  0.000e+00 -6.367e-01  1.606e-01  1.910e+01  8.601e+00  8.707e+00  5.568e-01  6.566e+02 -1.753e+02
 0.0580  8.31226e+01  4.937e+01  3.376e+01 -4.658e-01  3.422e+01  0.000e+00 -6.394e-01  1.736e-01  1.561e+01  1.001e+01  8.066e+00  5.383e-01  6.901e+02 -1.935e+02
 0.0590  8.27505e+01  5.446e+01  2.829e+01 -4.633e-01  2.875e+01  0.000e+00 -6.393e-01  1.760e-01  8.876e+00  1.159e+01  7.715e+00  5.729e-01  7.613e+02 -1.763e+02
 0.0600  8.23573e+01  5.537e+01  2.699e+01 -4.692e-01  2.746e+01  0.000e+00 -6.368e-01  1.676e-01  5.839e+00  1.313e+01  7.817e+00  6.744e-01  7.740e+02 -1.228e+02
 0.0610  8.19943e+01  4.912e+01  3.288e+01 -4.812e-01  3.336e+01  0.000e+00 -6.329e-01  1.517e-01  9.726e+00  1.427e+01  8.515e+00  8.465e-01  6.866e+02 -4.263e+01
 0.0620  8.16981e+01  4.018e+01  4.152e+01 -4.949e-01  4.202e+01  0.000e+00 -6.288e-01  1.339e-01  1.641e+01  1.473e+01  9.802e+00  1.073e+00  5.616e+02  4.730e+01
 0.0630  8.14519e+01  3.542e+01  4.603e+01 -5.057e-01  4.654e+01  0.000e+00 -6.255e-01  1.198e-01  1.929e+01  1.445e+01  1.148e+01  1.318e+00  4.951e+02  1.275e+02
 0.0640  8.12048e+01  3.655e+01  4.465e+01 -5.103e-01  4.516e+01  0.000e+00 -6.238e-01  1.135e-01  1.674e+01  1.361e+01  1.326e+01  1.546e+00  5.110e+02  1.823e+02
 0.0650  8.09259e+01  3.886e+01  4.207e+01 -5.074e-01  4.258e+01  0.000e+00 -6.242e-01  1.168e-01  1.344e+01  1.255e+01  1.486e+01  1.729e+00  5.432e+02  2.045e+02
 0.0660  8.06291e+01  3.736e+01  4.327e+01 -4.983e-01  4.377e+01  0.000e+00 -6.263e-01  1.280e-01  1.431e+01  1.151e+01  1.609e+01  1.850e+00  5.223e+02  1.972e+02
 0.0670  8.03448e+01  3.299e+01  4.735e+01 -4.860e-01  4.784e+01  0.000e+00 -6.290e-01  1.429e-01  1.853e+01  1.059e+01  1.682e+01  1.900e+00  4.612e+02  1.731e+02
 0.0680  8.00745e+01  3.137e+01  4.870e+01 -4.750e-01  4.918e+01  0.000e+00 -6.309e-01  1.559e-01  2.063e+01  9.712e+00  1.696e+01  1.875e+00  4.385e+02  1.493e+02
 0.0690  7.97854e+01  3.587e+01  4.392e+01 -4.691e-01  4.439e+01  0.000e+00 -6.313e-01  1.622e-01  1.735e+01  8.792e+00  1.647e+01  1.774e+00  5.014e+02  1.421e+02
