#
# INPUTFILE C:\Users\mario\Documents\Code\Python\main_env\Dalton\input\mc\d-glucose.mc
#
# -- INPUT DATA --
#
# MOLFILE C:\Users\mario\Documents\Code\Python\main_env\Dalton\geom\xyzq\d-glucose.xyzq
# ENERGYOUT C:\Users\mario\Documents\Code\Python\main_env\Dalton\output\mc\d-glucose.dat
# GEOMOUT C:\Users\mario\Documents\Code\Python\main_env\Dalton\output\mc\d-glucose.xyz
# RANDOMSEED 2661654898
# TEMPERATURE 500.000000 K
# BOUNDARY 17.260000 A
# BOUNDARYSPRING 250.000000 kcal/(mol*A^2)
# BOUNDARYTYPE sphere
# STATUSTIME 5.000000 s
# ENERGYCONF 4
# GEOMCONF 50
# TOTALCONF 20000
#
# -- ENERGY DATA --
#
# energy terms [kcal/mol] vs. configuration
#  conf        e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
    308  6.30142e+01 -2.149e+01  8.450e+01  0.000e+00 -2.312e+00 -1.917e+01  1.643e+01  4.836e+01  1.971e+01  0.000e+00
    312  6.44906e+01 -2.145e+01  8.594e+01  0.000e+00 -2.317e+00 -1.913e+01  2.001e+01  4.657e+01  1.936e+01  0.000e+00
    316  6.15352e+01 -2.146e+01  8.300e+01  0.000e+00 -2.317e+00 -1.914e+01  1.754e+01  4.594e+01  1.952e+01  0.000e+00
    320  5.64944e+01 -2.150e+01  7.799e+01  0.000e+00 -2.319e+00 -1.918e+01  1.480e+01  4.397e+01  1.923e+01  0.000e+00
    324  5.73775e+01 -2.171e+01  7.909e+01  0.000e+00 -2.320e+00 -1.939e+01  1.501e+01  4.419e+01  1.989e+01  0.000e+00
    328  5.73316e+01 -2.182e+01  7.915e+01  0.000e+00 -2.310e+00 -1.951e+01  1.556e+01  4.424e+01  1.935e+01  0.000e+00
    332  6.13559e+01 -2.178e+01  8.314e+01  0.000e+00 -2.328e+00 -1.946e+01  1.697e+01  4.686e+01  1.931e+01  0.000e+00
    336  6.08480e+01 -2.163e+01  8.247e+01  0.000e+00 -2.311e+00 -1.932e+01  1.528e+01  4.810e+01  1.910e+01  0.000e+00
    340  5.95827e+01 -2.178e+01  8.136e+01  0.000e+00 -2.328e+00 -1.945e+01  1.445e+01  4.789e+01  1.903e+01  0.000e+00
    344  5.81796e+01 -2.182e+01  8.000e+01  0.000e+00 -2.326e+00 -1.950e+01  1.338e+01  4.740e+01  1.923e+01  0.000e+00
    348  5.69811e+01 -2.188e+01  7.886e+01  0.000e+00 -2.362e+00 -1.952e+01  1.216e+01  4.754e+01  1.916e+01  0.000e+00
    352  5.88013e+01 -2.163e+01  8.044e+01  0.000e+00 -2.359e+00 -1.928e+01  1.275e+01  4.830e+01  1.939e+01  0.000e+00
    356  5.75147e+01 -2.167e+01  7.919e+01  0.000e+00 -2.361e+00 -1.931e+01  1.178e+01  4.846e+01  1.895e+01  0.000e+00
    360  5.49466e+01 -2.157e+01  7.652e+01  0.000e+00 -2.350e+00 -1.922e+01  9.038e+00  4.852e+01  1.896e+01  0.000e+00
    364  5.56311e+01 -2.163e+01  7.726e+01  0.000e+00 -2.339e+00 -1.929e+01  1.155e+01  4.659e+01  1.912e+01  0.000e+00
    368  5.65620e+01 -2.162e+01  7.818e+01  0.000e+00 -2.351e+00 -1.927e+01  1.314e+01  4.531e+01  1.974e+01  0.000e+00
    372  5.47077e+01 -2.171e+01  7.642e+01  0.000e+00 -2.360e+00 -1.935e+01  1.115e+01  4.577e+01  1.950e+01  0.000e+00
    376  5.51540e+01 -2.176e+01  7.691e+01  0.000e+00 -2.333e+00 -1.943e+01  9.633e+00  4.791e+01  1.936e+01  0.000e+00
    380  5.47002e+01 -2.166e+01  7.637e+01  0.000e+00 -2.352e+00 -1.931e+01  9.400e+00  4.685e+01  2.012e+01  0.000e+00
    384  5.42461e+01 -2.155e+01  7.580e+01  0.000e+00 -2.355e+00 -1.920e+01  9.809e+00  4.609e+01  1.990e+01  0.000e+00
    388  5.63956e+01 -2.158e+01  7.798e+01  0.000e+00 -2.342e+00 -1.924e+01  1.023e+01  4.780e+01  1.995e+01  0.000e+00
    392  5.85990e+01 -2.132e+01  7.992e+01  0.000e+00 -2.330e+00 -1.899e+01  1.226e+01  4.749e+01  2.017e+01  0.000e+00
    396  5.59841e+01 -2.123e+01  7.722e+01  0.000e+00 -2.318e+00 -1.891e+01  1.234e+01  4.418e+01  2.070e+01  0.000e+00
    400  5.46003e+01 -2.123e+01  7.583e+01  0.000e+00 -2.300e+00 -1.893e+01  1.028e+01  4.481e+01  2.073e+01  0.000e+00
    404  5.70492e+01 -2.108e+01  7.813e+01  0.000e+00 -2.310e+00 -1.877e+01  1.342e+01  4.400e+01  2.071e+01  0.000e+00
    408  5.80778e+01 -2.097e+01  7.904e+01  0.000e+00 -2.313e+00 -1.865e+01  1.614e+01  4.204e+01  2.087e+01  0.000e+00
    412  5.44872e+01 -2.089e+01  7.538e+01  0.000e+00 -2.315e+00 -1.858e+01  1.467e+01  3.985e+01  2.086e+01  0.000e+00
    416  5.48001e+01 -2.099e+01  7.579e+01  0.000e+00 -2.315e+00 -1.867e+01  1.493e+01  3.993e+01  2.093e+01  0.000e+00
    420  5.51326e+01 -2.097e+01  7.610e+01  0.000e+00 -2.318e+00 -1.865e+01  1.562e+01  3.966e+01  2.083e+01  0.000e+00
    424  5.10677e+01 -2.096e+01  7.203e+01  0.000e+00 -2.299e+00 -1.866e+01  1.203e+01  3.927e+01  2.073e+01  0.000e+00
    428  5.51344e+01 -2.106e+01  7.619e+01  0.000e+00 -2.275e+00 -1.878e+01  1.693e+01  3.840e+01  2.085e+01  0.000e+00
    432  5.26292e+01 -2.126e+01  7.389e+01  0.000e+00 -2.275e+00 -1.898e+01  1.423e+01  3.889e+01  2.077e+01  0.000e+00
    436  5.19040e+01 -2.150e+01  7.340e+01  0.000e+00 -2.269e+00 -1.923e+01  1.369e+01  3.903e+01  2.068e+01  0.000e+00
    440  5.13712e+01 -2.168e+01  7.305e+01  0.000e+00 -2.260e+00 -1.942e+01  1.175e+01  4.043e+01  2.088e+01  0.000e+00
    444  4.98683e+01 -2.172e+01  7.159e+01  0.000e+00 -2.277e+00 -1.944e+01  8.602e+00  4.191e+01  2.107e+01  0.000e+00
    448  5.03070e+01 -2.180e+01  7.210e+01  0.000e+00 -2.298e+00 -1.950e+01  9.658e+00  4.128e+01  2.117e+01  0.000e+00
    452  4.55914e+01 -2.155e+01  6.714e+01  0.000e+00 -2.308e+00 -1.924e+01  6.206e+00  3.989e+01  2.105e+01  0.000e+00
    456  4.57348e+01 -2.165e+01  6.739e+01  0.000e+00 -2.322e+00 -1.933e+01  9.432e+00  3.669e+01  2.126e+01  0.000e+00
    460  4.17830e+01 -2.178e+01  6.357e+01  0.000e+00 -2.319e+00 -1.946e+01  7.231e+00  3.518e+01  2.115e+01  0.000e+00
    464  4.20459e+01 -2.160e+01  6.365e+01  0.000e+00 -2.320e+00 -1.928e+01  5.684e+00  3.652e+01  2.144e+01  0.000e+00
    468  4.19936e+01 -2.174e+01  6.373e+01  0.000e+00 -2.316e+00 -1.943e+01  7.332e+00  3.528e+01  2.112e+01  0.000e+00
    472  4.43780e+01 -2.185e+01  6.623e+01  0.000e+00 -2.313e+00 -1.954e+01  7.875e+00  3.752e+01  2.084e+01  0.000e+00
    476  4.54601e+01 -2.178e+01  6.724e+01  0.000e+00 -2.332e+00 -1.945e+01  8.678e+00  3.783e+01  2.073e+01  0.000e+00
    480  4.32201e+01 -2.177e+01  6.499e+01  0.000e+00 -2.317e+00 -1.946e+01  8.504e+00  3.544e+01  2.105e+01  0.000e+00
    484  4.17698e+01 -2.194e+01  6.371e+01  0.000e+00 -2.311e+00 -1.963e+01  7.645e+00  3.494e+01  2.112e+01  0.000e+00
    488  4.24106e+01 -2.200e+01  6.441e+01  0.000e+00 -2.330e+00 -1.967e+01  7.826e+00  3.580e+01  2.078e+01  0.000e+00
    492  4.43505e+01 -2.190e+01  6.625e+01  0.000e+00 -2.347e+00 -1.955e+01  8.474e+00  3.678e+01  2.100e+01  0.000e+00
    496  4.17950e+01 -2.188e+01  6.368e+01  0.000e+00 -2.348e+00 -1.953e+01  7.176e+00  3.559e+01  2.091e+01  0.000e+00
    500  4.24815e+01 -2.193e+01  6.441e+01  0.000e+00 -2.351e+00 -1.958e+01  7.395e+00  3.574e+01  2.128e+01  0.000e+00
    504  4.25917e+01 -2.180e+01  6.439e+01  0.000e+00 -2.359e+00 -1.944e+01  8.746e+00  3.412e+01  2.153e+01  0.000e+00
    508  4.47878e+01 -2.177e+01  6.656e+01  0.000e+00 -2.349e+00 -1.942e+01  1.242e+01  3.298e+01  2.116e+01  0.000e+00
    512  4.39847e+01 -2.184e+01  6.582e+01  0.000e+00 -2.341e+00 -1.950e+01  1.069e+01  3.422e+01  2.091e+01  0.000e+00
    516  4.45177e+01 -2.186e+01  6.638e+01  0.000e+00 -2.351e+00 -1.951e+01  1.187e+01  3.359e+01  2.092e+01  0.000e+00
    520  4.16866e+01 -2.162e+01  6.331e+01  0.000e+00 -2.353e+00 -1.927e+01  9.082e+00  3.323e+01  2.100e+01  0.000e+00
    524  4.33424e+01 -2.154e+01  6.488e+01  0.000e+00 -2.343e+00 -1.919e+01  8.175e+00  3.543e+01  2.127e+01  0.000e+00
    528  4.14845e+01 -2.150e+01  6.298e+01  0.000e+00 -2.353e+00 -1.915e+01  6.401e+00  3.545e+01  2.113e+01  0.000e+00
    532  4.30546e+01 -2.145e+01  6.450e+01  0.000e+00 -2.328e+00 -1.912e+01  7.213e+00  3.607e+01  2.122e+01  0.000e+00
    536  4.21332e+01 -2.150e+01  6.364e+01  0.000e+00 -2.326e+00 -1.918e+01  7.376e+00  3.513e+01  2.114e+01  0.000e+00
    540  4.23490e+01 -2.148e+01  6.383e+01  0.000e+00 -2.332e+00 -1.915e+01  6.842e+00  3.632e+01  2.067e+01  0.000e+00
    544  3.93310e+01 -2.151e+01  6.084e+01  0.000e+00 -2.331e+00 -1.918e+01  4.067e+00  3.624e+01  2.054e+01  0.000e+00
    548  3.77113e+01 -2.141e+01  5.912e+01  0.000e+00 -2.336e+00 -1.908e+01  3.151e+00  3.526e+01  2.071e+01  0.000e+00
    552  3.87443e+01 -2.140e+01  6.014e+01  0.000e+00 -2.349e+00 -1.905e+01  3.450e+00  3.592e+01  2.078e+01  0.000e+00
    556  3.71017e+01 -2.147e+01  5.858e+01  0.000e+00 -2.342e+00 -1.913e+01  4.080e+00  3.365e+01  2.084e+01  0.000e+00
    560  3.94480e+01 -2.158e+01  6.103e+01  0.000e+00 -2.335e+00 -1.925e+01  5.856e+00  3.451e+01  2.066e+01  0.000e+00
    564  3.95791e+01 -2.164e+01  6.122e+01  0.000e+00 -2.333e+00 -1.931e+01  6.111e+00  3.490e+01  2.021e+01  0.000e+00
    568  3.88186e+01 -2.172e+01  6.054e+01  0.000e+00 -2.345e+00 -1.938e+01  5.441e+00  3.493e+01  2.017e+01  0.000e+00
    572  4.01429e+01 -2.167e+01  6.181e+01  0.000e+00 -2.355e+00 -1.931e+01  6.182e+00  3.496e+01  2.066e+01  0.000e+00
    576  4.32787e+01 -2.172e+01  6.499e+01  0.000e+00 -2.362e+00 -1.935e+01  8.574e+00  3.596e+01  2.046e+01  0.000e+00
    580  4.10066e+01 -2.182e+01  6.282e+01  0.000e+00 -2.359e+00 -1.946e+01  7.660e+00  3.464e+01  2.053e+01  0.000e+00
    584  3.92502e+01 -2.197e+01  6.122e+01  0.000e+00 -2.364e+00 -1.960e+01  6.195e+00  3.490e+01  2.013e+01  0.000e+00
    588  4.00194e+01 -2.192e+01  6.194e+01  0.000e+00 -2.350e+00 -1.957e+01  7.428e+00  3.453e+01  1.998e+01  0.000e+00
    592  4.16001e+01 -2.170e+01  6.330e+01  0.000e+00 -2.320e+00 -1.938e+01  8.474e+00  3.493e+01  1.990e+01  0.000e+00
    596  4.00111e+01 -2.170e+01  6.171e+01  0.000e+00 -2.320e+00 -1.938e+01  6.428e+00  3.563e+01  1.966e+01  0.000e+00
    600  3.84443e+01 -2.181e+01  6.025e+01  0.000e+00 -2.338e+00 -1.947e+01  5.841e+00  3.505e+01  1.936e+01  0.000e+00
    604  3.97910e+01 -2.195e+01  6.174e+01  0.000e+00 -2.343e+00 -1.961e+01  6.166e+00  3.624e+01  1.934e+01  0.000e+00
    608  3.93259e+01 -2.204e+01  6.137e+01  0.000e+00 -2.355e+00 -1.969e+01  6.471e+00  3.570e+01  1.920e+01  0.000e+00
    612  3.93630e+01 -2.208e+01  6.144e+01  0.000e+00 -2.339e+00 -1.974e+01  7.458e+00  3.484e+01  1.915e+01  0.000e+00
    616  3.97346e+01 -2.212e+01  6.186e+01  0.000e+00 -2.356e+00 -1.977e+01  9.244e+00  3.309e+01  1.953e+01  0.000e+00
    620  4.16867e+01 -2.225e+01  6.394e+01  0.000e+00 -2.368e+00 -1.989e+01  1.114e+01  3.350e+01  1.930e+01  0.000e+00
    624  4.59170e+01 -2.224e+01  6.816e+01  0.000e+00 -2.359e+00 -1.988e+01  1.494e+01  3.395e+01  1.927e+01  0.000e+00
