#
# INPUTFILE C:\Users\mario\Documents\Code\Python\main_env\Dalton\input\mc\hexane.mc
#
# -- INPUT DATA --
#
# MOLFILE C:\Users\mario\Documents\Code\Python\main_env\Dalton\geom\xyzq\hexane_optim.xyzq
# ENERGYOUT C:\Users\mario\Documents\Code\Python\main_env\Dalton\output\mc\hexane.dat
# GEOMOUT C:\Users\mario\Documents\Code\Python\main_env\Dalton\output\mc\hexane.xyz
# RANDOMSEED 558222221
# TEMPERATURE 500.000000 K
# BOUNDARY 21.750000 A
# BOUNDARYSPRING 250.000000 kcal/(mol*A^2)
# BOUNDARYTYPE sphere
# STATUSTIME 10.000000 s
# ENERGYCONF 4
# GEOMCONF 50
# TOTALCONF 60000
#
# -- ENERGY DATA --
#
# energy terms [kcal/mol] vs. configuration
#  conf        e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
    496  2.31780e+01  1.008e-02  2.317e+01  0.000e+00 -3.095e-01  3.196e-01  9.316e+00  1.328e+01  5.770e-01  0.000e+00
    500  2.14388e+01  5.938e-02  2.138e+01  0.000e+00 -2.632e-01  3.226e-01  8.274e+00  1.255e+01  5.577e-01  0.000e+00
    504  2.04788e+01  4.345e-02  2.044e+01  0.000e+00 -2.748e-01  3.183e-01  7.728e+00  1.206e+01  6.442e-01  0.000e+00
    508  2.10114e+01  5.283e-02  2.096e+01  0.000e+00 -2.695e-01  3.224e-01  8.219e+00  1.209e+01  6.471e-01  0.000e+00
    512  2.14348e+01  2.327e-02  2.141e+01  0.000e+00 -2.989e-01  3.221e-01  8.314e+00  1.247e+01  6.301e-01  0.000e+00
    516  2.27559e+01  5.846e-03  2.275e+01  0.000e+00 -3.156e-01  3.214e-01  9.772e+00  1.237e+01  6.115e-01  0.000e+00
    520  2.21319e+01 -2.362e-02  2.216e+01  0.000e+00 -3.455e-01  3.219e-01  7.753e+00  1.373e+01  6.770e-01  0.000e+00
    524  2.40683e+01 -9.932e-02  2.417e+01  0.000e+00 -4.184e-01  3.191e-01  9.632e+00  1.383e+01  7.046e-01  0.000e+00
    528  2.18258e+01 -4.959e-02  2.188e+01  0.000e+00 -3.717e-01  3.221e-01  8.299e+00  1.285e+01  7.252e-01  0.000e+00
    532  2.19889e+01 -5.225e-02  2.204e+01  0.000e+00 -3.785e-01  3.262e-01  8.943e+00  1.229e+01  8.060e-01  0.000e+00
    536  2.41385e+01 -6.905e-02  2.421e+01  0.000e+00 -3.890e-01  3.199e-01  1.055e+01  1.278e+01  8.744e-01  0.000e+00
    540  2.38792e+01 -4.860e-02  2.393e+01  0.000e+00 -3.730e-01  3.244e-01  1.034e+01  1.271e+01  8.830e-01  0.000e+00
    544  2.36938e+01 -3.745e-02  2.373e+01  0.000e+00 -3.587e-01  3.213e-01  1.142e+01  1.153e+01  7.805e-01  0.000e+00
    548  2.69489e+01  4.954e-02  2.690e+01  0.000e+00 -2.780e-01  3.276e-01  1.394e+01  1.212e+01  8.437e-01  0.000e+00
    552  2.36698e+01  6.528e-03  2.366e+01  0.000e+00 -3.172e-01  3.237e-01  1.106e+01  1.172e+01  8.912e-01  0.000e+00
    556  2.87196e+01 -3.018e-02  2.875e+01  0.000e+00 -3.512e-01  3.210e-01  1.499e+01  1.280e+01  9.627e-01  0.000e+00
    560  2.71522e+01 -7.046e-03  2.716e+01  0.000e+00 -3.318e-01  3.247e-01  1.327e+01  1.289e+01  9.930e-01  0.000e+00
    564  2.21994e+01  8.124e-02  2.212e+01  0.000e+00 -2.505e-01  3.317e-01  1.004e+01  1.110e+01  9.831e-01  0.000e+00
    568  2.50338e+01  7.095e-02  2.496e+01  0.000e+00 -2.628e-01  3.337e-01  1.309e+01  1.082e+01  1.045e+00  0.000e+00
    572  2.31937e+01  1.086e-01  2.309e+01  0.000e+00 -2.248e-01  3.334e-01  1.039e+01  1.177e+01  9.235e-01  0.000e+00
    576  2.17809e+01  1.114e-01  2.167e+01  0.000e+00 -2.219e-01  3.333e-01  9.732e+00  1.112e+01  8.184e-01  0.000e+00
    580  2.46097e+01  1.585e-01  2.445e+01  0.000e+00 -1.788e-01  3.372e-01  1.248e+01  1.109e+01  8.855e-01  0.000e+00
    584  2.67822e+01  8.742e-02  2.669e+01  0.000e+00 -2.439e-01  3.313e-01  1.426e+01  1.155e+01  8.821e-01  0.000e+00
    588  2.43369e+01  1.608e-01  2.418e+01  0.000e+00 -1.699e-01  3.307e-01  1.273e+01  1.053e+01  9.164e-01  0.000e+00
    592  2.32179e+01  2.977e-01  2.292e+01  0.000e+00 -3.530e-02  3.330e-01  8.389e+00  1.364e+01  8.881e-01  0.000e+00
    596  2.59806e+01  2.467e-01  2.573e+01  0.000e+00 -8.563e-02  3.324e-01  1.023e+01  1.464e+01  8.678e-01  0.000e+00
    600  2.69487e+01  2.395e-01  2.671e+01  0.000e+00 -9.365e-02  3.331e-01  8.385e+00  1.745e+01  8.790e-01  0.000e+00
    604  2.74074e+01  2.253e-01  2.718e+01  0.000e+00 -1.044e-01  3.297e-01  6.465e+00  1.986e+01  8.616e-01  0.000e+00
    608  2.89952e+01  1.578e-01  2.884e+01  0.000e+00 -1.723e-01  3.301e-01  7.544e+00  2.042e+01  8.744e-01  0.000e+00
    612  2.75946e+01  1.433e-01  2.745e+01  0.000e+00 -1.836e-01  3.268e-01  8.339e+00  1.830e+01  8.151e-01  0.000e+00
    616  2.38037e+01  1.181e-01  2.369e+01  0.000e+00 -2.042e-01  3.223e-01  6.323e+00  1.654e+01  8.237e-01  0.000e+00
