#
# INPUTFILE C:\Users\mario\Documents\Code\Python\main_env\Dalton\input\mc\butane_lowT.mc
#
# -- INPUT DATA --
#
# MOLFILE C:\Users\mario\Documents\Code\Python\main_env\Dalton\geom\xyzq\butane.xyzq
# ENERGYOUT C:\Users\mario\Documents\Code\Python\main_env\Dalton\output\mc\butane.dat
# GEOMOUT C:\Users\mario\Documents\Code\Python\main_env\Dalton\output\mc\butane.xyz
# RANDOMSEED 2661654898
# TEMPERATURE 150.000000 K
# BOUNDARY 17.260000 A
# BOUNDARYSPRING 250.000000 kcal/(mol*A^2)
# BOUNDARYTYPE sphere
# STATUSTIME 5.000000 s
# ENERGYCONF 4
# GEOMCONF 50
# TOTALCONF 40000
#
# -- ENERGY DATA --
#
# energy terms [kcal/mol] vs. configuration
#  conf        e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
   9868  4.91675e+00  3.803e-01  4.536e+00  0.000e+00 -7.625e-02  4.566e-01  9.615e-01  3.268e+00  3.066e-01  0.000e+00
   9872  4.14198e+00  3.795e-01  3.762e+00  0.000e+00 -7.602e-02  4.556e-01  1.003e+00  2.465e+00  2.943e-01  0.000e+00
   9876  4.29724e+00  3.808e-01  3.916e+00  0.000e+00 -7.562e-02  4.564e-01  1.348e+00  2.247e+00  3.213e-01  0.000e+00
   9880  4.36239e+00  3.809e-01  3.981e+00  0.000e+00 -7.565e-02  4.566e-01  8.271e-01  2.831e+00  3.229e-01  0.000e+00
   9884  5.13328e+00  3.798e-01  4.753e+00  0.000e+00 -7.621e-02  4.560e-01  1.661e+00  2.786e+00  3.064e-01  0.000e+00
   9888  5.08785e+00  3.791e-01  4.709e+00  0.000e+00 -7.673e-02  4.558e-01  1.672e+00  2.732e+00  3.046e-01  0.000e+00
   9892  4.81159e+00  3.803e-01  4.431e+00  0.000e+00 -7.607e-02  4.564e-01  1.706e+00  2.460e+00  2.651e-01  0.000e+00
   9896  4.20569e+00  3.817e-01  3.824e+00  0.000e+00 -7.539e-02  4.571e-01  1.562e+00  2.017e+00  2.453e-01  0.000e+00
   9900  5.23167e+00  3.844e-01  4.847e+00  0.000e+00 -7.374e-02  4.581e-01  2.603e+00  2.014e+00  2.304e-01  0.000e+00
   9904  4.00015e+00  3.817e-01  3.618e+00  0.000e+00 -7.476e-02  4.565e-01  1.375e+00  1.975e+00  2.689e-01  0.000e+00
   9908  4.21712e+00  3.839e-01  3.833e+00  0.000e+00 -7.418e-02  4.581e-01  1.365e+00  2.192e+00  2.770e-01  0.000e+00
   9912  4.52800e+00  3.817e-01  4.146e+00  0.000e+00 -7.484e-02  4.566e-01  1.357e+00  2.480e+00  3.094e-01  0.000e+00
   9916  4.37122e+00  3.797e-01  3.991e+00  0.000e+00 -7.640e-02  4.561e-01  1.698e+00  1.979e+00  3.138e-01  0.000e+00
   9920  4.67205e+00  3.802e-01  4.292e+00  0.000e+00 -7.628e-02  4.564e-01  1.365e+00  2.585e+00  3.420e-01  0.000e+00
   9924  5.22259e+00  3.821e-01  4.840e+00  0.000e+00 -7.586e-02  4.580e-01  1.786e+00  2.718e+00  3.362e-01  0.000e+00
   9928  4.66479e+00  3.797e-01  4.285e+00  0.000e+00 -7.687e-02  4.566e-01  1.341e+00  2.615e+00  3.292e-01  0.000e+00
   9932  3.97032e+00  3.804e-01  3.590e+00  0.000e+00 -7.641e-02  4.568e-01  4.513e-01  2.791e+00  3.474e-01  0.000e+00
   9936  4.60563e+00  3.796e-01  4.226e+00  0.000e+00 -7.652e-02  4.561e-01  1.273e+00  2.600e+00  3.532e-01  0.000e+00
   9940  4.77749e+00  3.816e-01  4.396e+00  0.000e+00 -7.586e-02  4.575e-01  1.360e+00  2.706e+00  3.306e-01  0.000e+00
   9944  5.03746e+00  3.831e-01  4.654e+00  0.000e+00 -7.591e-02  4.590e-01  1.687e+00  2.627e+00  3.405e-01  0.000e+00
   9948  5.62606e+00  3.826e-01  5.243e+00  0.000e+00 -7.504e-02  4.577e-01  1.980e+00  2.925e+00  3.375e-01  0.000e+00
   9952  4.66012e+00  3.804e-01  4.280e+00  0.000e+00 -7.638e-02  4.567e-01  6.481e-01  3.299e+00  3.324e-01  0.000e+00
   9956  5.22522e+00  3.815e-01  4.844e+00  0.000e+00 -7.578e-02  4.573e-01  6.164e-01  3.883e+00  3.444e-01  0.000e+00
   9960  5.46582e+00  3.819e-01  5.084e+00  0.000e+00 -7.555e-02  4.574e-01  5.355e-01  4.209e+00  3.391e-01  0.000e+00
   9964  4.86119e+00  3.852e-01  4.476e+00  0.000e+00 -7.331e-02  4.585e-01  3.984e-01  3.747e+00  3.308e-01  0.000e+00
   9968  4.48614e+00  3.833e-01  4.103e+00  0.000e+00 -7.467e-02  4.580e-01  8.868e-01  2.908e+00  3.084e-01  0.000e+00
   9972  4.38602e+00  3.861e-01  4.000e+00  0.000e+00 -7.411e-02  4.603e-01  1.024e+00  2.686e+00  2.894e-01  0.000e+00
   9976  4.89189e+00  3.872e-01  4.505e+00  0.000e+00 -7.383e-02  4.610e-01  8.669e-01  3.341e+00  2.967e-01  0.000e+00
   9980  5.05437e+00  3.862e-01  4.668e+00  0.000e+00 -7.375e-02  4.599e-01  1.166e+00  3.236e+00  2.657e-01  0.000e+00
   9984  4.61814e+00  3.855e-01  4.233e+00  0.000e+00 -7.416e-02  4.597e-01  1.195e+00  2.793e+00  2.446e-01  0.000e+00
   9988  5.52935e+00  3.855e-01  5.144e+00  0.000e+00 -7.495e-02  4.604e-01  1.862e+00  3.055e+00  2.274e-01  0.000e+00
   9992  4.59061e+00  3.857e-01  4.205e+00  0.000e+00 -7.490e-02  4.606e-01  1.234e+00  2.741e+00  2.293e-01  0.000e+00
   9996  4.48419e+00  3.843e-01  4.100e+00  0.000e+00 -7.576e-02  4.600e-01  8.699e-01  3.022e+00  2.080e-01  0.000e+00
  10000  4.75459e+00  3.820e-01  4.373e+00  0.000e+00 -7.666e-02  4.587e-01  5.146e-01  3.596e+00  2.618e-01  0.000e+00
  10004  4.96051e+00  3.858e-01  4.575e+00  0.000e+00 -7.612e-02  4.619e-01  8.074e-01  3.523e+00  2.440e-01  0.000e+00
  10008  4.16120e+00  3.877e-01  3.773e+00  0.000e+00 -7.457e-02  4.623e-01  7.670e-01  2.767e+00  2.393e-01  0.000e+00
  10012  4.83603e+00  3.867e-01  4.449e+00  0.000e+00 -7.495e-02  4.616e-01  1.001e+00  3.193e+00  2.562e-01  0.000e+00
  10016  4.10929e+00  3.875e-01  3.722e+00  0.000e+00 -7.437e-02  4.619e-01  8.819e-01  2.580e+00  2.600e-01  0.000e+00
  10020  3.82990e+00  3.867e-01  3.443e+00  0.000e+00 -7.459e-02  4.612e-01  5.494e-01  2.672e+00  2.220e-01  0.000e+00
  10024  4.25144e+00  3.899e-01  3.862e+00  0.000e+00 -7.277e-02  4.627e-01  9.383e-01  2.706e+00  2.176e-01  0.000e+00
  10028  5.02727e+00  3.906e-01  4.637e+00  0.000e+00 -7.243e-02  4.630e-01  9.687e-01  3.434e+00  2.342e-01  0.000e+00
  10032  4.41702e+00  3.925e-01  4.025e+00  0.000e+00 -7.082e-02  4.633e-01  9.522e-01  2.840e+00  2.327e-01  0.000e+00
  10036  4.83994e+00  3.904e-01  4.450e+00  0.000e+00 -7.248e-02  4.629e-01  1.274e+00  2.945e+00  2.301e-01  0.000e+00
  10040  4.64472e+00  3.913e-01  4.253e+00  0.000e+00 -7.166e-02  4.630e-01  1.532e+00  2.496e+00  2.253e-01  0.000e+00
  10044  3.87307e+00  3.916e-01  3.481e+00  0.000e+00 -7.202e-02  4.636e-01  9.836e-01  2.303e+00  1.948e-01  0.000e+00
  10048  4.31986e+00  3.937e-01  3.926e+00  0.000e+00 -7.153e-02  4.652e-01  1.272e+00  2.453e+00  2.017e-01  0.000e+00
  10052  3.44836e+00  3.963e-01  3.052e+00  0.000e+00 -6.948e-02  4.658e-01  4.468e-01  2.431e+00  1.746e-01  0.000e+00
  10056  2.77998e+00  3.940e-01  2.386e+00  0.000e+00 -7.076e-02  4.647e-01  2.708e-01  1.946e+00  1.688e-01  0.000e+00
  10060  3.30107e+00  3.941e-01  2.907e+00  0.000e+00 -7.113e-02  4.652e-01  9.710e-01  1.764e+00  1.724e-01  0.000e+00
  10064  2.95792e+00  3.945e-01  2.563e+00  0.000e+00 -7.011e-02  4.646e-01  1.127e+00  1.295e+00  1.416e-01  0.000e+00
  10068  3.21094e+00  3.960e-01  2.815e+00  0.000e+00 -6.922e-02  4.652e-01  8.919e-01  1.782e+00  1.406e-01  0.000e+00
  10072  3.45681e+00  3.919e-01  3.065e+00  0.000e+00 -7.104e-02  4.629e-01  7.401e-01  2.166e+00  1.591e-01  0.000e+00
  10076  3.37835e+00  3.884e-01  2.990e+00  0.000e+00 -7.306e-02  4.615e-01  5.747e-01  2.265e+00  1.500e-01  0.000e+00
  10080  4.33638e+00  3.855e-01  3.951e+00  0.000e+00 -7.540e-02  4.609e-01  1.050e+00  2.748e+00  1.526e-01  0.000e+00
  10084  3.50311e+00  3.837e-01  3.119e+00  0.000e+00 -7.550e-02  4.592e-01  5.178e-01  2.459e+00  1.431e-01  0.000e+00
  10088  3.88589e+00  3.856e-01  3.500e+00  0.000e+00 -7.440e-02  4.600e-01  1.050e+00  2.298e+00  1.515e-01  0.000e+00
  10092  4.47958e+00  3.874e-01  4.092e+00  0.000e+00 -7.342e-02  4.608e-01  1.486e+00  2.463e+00  1.433e-01  0.000e+00
  10096  4.46645e+00  3.888e-01  4.078e+00  0.000e+00 -7.343e-02  4.622e-01  1.434e+00  2.510e+00  1.338e-01  0.000e+00
  10100  4.94123e+00  3.910e-01  4.550e+00  0.000e+00 -7.247e-02  4.635e-01  1.865e+00  2.567e+00  1.184e-01  0.000e+00
  10104  5.14305e+00  3.914e-01  4.752e+00  0.000e+00 -7.266e-02  4.641e-01  1.560e+00  3.067e+00  1.247e-01  0.000e+00
  10108  5.58912e+00  3.948e-01  5.194e+00  0.000e+00 -7.171e-02  4.665e-01  2.398e+00  2.685e+00  1.117e-01  0.000e+00
  10112  6.38104e+00  3.944e-01  5.987e+00  0.000e+00 -7.172e-02  4.661e-01  3.083e+00  2.786e+00  1.177e-01  0.000e+00
  10116  5.13672e+00  3.946e-01  4.742e+00  0.000e+00 -7.116e-02  4.657e-01  2.282e+00  2.339e+00  1.214e-01  0.000e+00
  10120  5.07068e+00  3.953e-01  4.675e+00  0.000e+00 -7.064e-02  4.659e-01  2.588e+00  1.949e+00  1.386e-01  0.000e+00
  10124  5.11759e+00  3.943e-01  4.723e+00  0.000e+00 -7.103e-02  4.653e-01  2.292e+00  2.314e+00  1.173e-01  0.000e+00
  10128  6.61269e+00  3.967e-01  6.216e+00  0.000e+00 -6.925e-02  4.660e-01  3.200e+00  2.878e+00  1.380e-01  0.000e+00
  10132  6.14768e+00  3.928e-01  5.755e+00  0.000e+00 -7.178e-02  4.646e-01  2.736e+00  2.887e+00  1.319e-01  0.000e+00
  10136  5.58983e+00  3.921e-01  5.198e+00  0.000e+00 -7.181e-02  4.639e-01  2.633e+00  2.436e+00  1.284e-01  0.000e+00
  10140  5.97914e+00  3.869e-01  5.592e+00  0.000e+00 -7.515e-02  4.621e-01  2.315e+00  3.134e+00  1.433e-01  0.000e+00
  10144  5.74689e+00  3.882e-01  5.359e+00  0.000e+00 -7.440e-02  4.626e-01  2.187e+00  3.016e+00  1.563e-01  0.000e+00
  10148  6.03199e+00  3.909e-01  5.641e+00  0.000e+00 -7.199e-02  4.629e-01  2.634e+00  2.866e+00  1.410e-01  0.000e+00
  10152  6.10940e+00  3.885e-01  5.721e+00  0.000e+00 -7.282e-02  4.614e-01  3.063e+00  2.533e+00  1.250e-01  0.000e+00
  10156  4.51038e+00  3.875e-01  4.123e+00  0.000e+00 -7.231e-02  4.598e-01  1.527e+00  2.486e+00  1.096e-01  0.000e+00
  10160  5.80005e+00  3.865e-01  5.414e+00  0.000e+00 -7.238e-02  4.589e-01  2.689e+00  2.611e+00  1.140e-01  0.000e+00
  10164  6.14757e+00  3.860e-01  5.762e+00  0.000e+00 -7.191e-02  4.579e-01  2.749e+00  2.900e+00  1.121e-01  0.000e+00
  10168  5.37276e+00  3.851e-01  4.988e+00  0.000e+00 -7.187e-02  4.569e-01  2.412e+00  2.444e+00  1.313e-01  0.000e+00
  10172  4.03826e+00  3.868e-01  3.651e+00  0.000e+00 -7.152e-02  4.583e-01  1.396e+00  2.125e+00  1.305e-01  0.000e+00
  10176  3.94610e+00  3.911e-01  3.555e+00  0.000e+00 -6.904e-02  4.602e-01  1.448e+00  1.979e+00  1.285e-01  0.000e+00
  10180  4.75269e+00  3.937e-01  4.359e+00  0.000e+00 -6.667e-02  4.603e-01  2.525e+00  1.721e+00  1.126e-01  0.000e+00
  10184  5.05087e+00  3.979e-01  4.653e+00  0.000e+00 -6.533e-02  4.632e-01  2.322e+00  2.218e+00  1.136e-01  0.000e+00
  10188  3.88725e+00  3.994e-01  3.488e+00  0.000e+00 -6.420e-02  4.636e-01  1.196e+00  2.165e+00  1.270e-01  0.000e+00
  10192  3.43260e+00  4.005e-01  3.032e+00  0.000e+00 -6.257e-02  4.631e-01  1.135e+00  1.791e+00  1.065e-01  0.000e+00
  10196  3.65322e+00  4.012e-01  3.252e+00  0.000e+00 -6.171e-02  4.629e-01  1.560e+00  1.592e+00  9.990e-02  0.000e+00
  10200  4.12354e+00  4.072e-01  3.716e+00  0.000e+00 -5.665e-02  4.638e-01  1.226e+00  2.357e+00  1.333e-01  0.000e+00
  10204  4.46209e+00  4.103e-01  4.052e+00  0.000e+00 -5.466e-02  4.650e-01  1.580e+00  2.342e+00  1.299e-01  0.000e+00
  10208  4.92504e+00  4.095e-01  4.515e+00  0.000e+00 -5.569e-02  4.652e-01  1.740e+00  2.627e+00  1.483e-01  0.000e+00
  10212  3.93062e+00  4.066e-01  3.524e+00  0.000e+00 -5.766e-02  4.643e-01  1.191e+00  2.200e+00  1.333e-01  0.000e+00
  10216  3.51341e+00  4.078e-01  3.106e+00  0.000e+00 -5.709e-02  4.649e-01  1.201e+00  1.803e+00  1.016e-01  0.000e+00
  10220  3.46556e+00  4.039e-01  3.062e+00  0.000e+00 -6.059e-02  4.645e-01  1.283e+00  1.700e+00  7.849e-02  0.000e+00
  10224  3.90372e+00  4.043e-01  3.499e+00  0.000e+00 -6.089e-02  4.652e-01  1.044e+00  2.348e+00  1.070e-01  0.000e+00
  10228  4.26187e+00  4.085e-01  3.853e+00  0.000e+00 -5.918e-02  4.677e-01  1.471e+00  2.265e+00  1.175e-01  0.000e+00
  10232  4.69258e+00  4.087e-01  4.284e+00  0.000e+00 -5.879e-02  4.675e-01  2.543e+00  1.651e+00  9.044e-02  0.000e+00
  10236  4.54528e+00  4.064e-01  4.139e+00  0.000e+00 -6.095e-02  4.674e-01  1.950e+00  2.093e+00  9.615e-02  0.000e+00
  10240  4.15855e+00  4.070e-01  3.752e+00  0.000e+00 -6.092e-02  4.679e-01  1.423e+00  2.233e+00  9.601e-02  0.000e+00
  10244  3.50727e+00  4.085e-01  3.099e+00  0.000e+00 -5.983e-02  4.684e-01  1.065e+00  1.922e+00  1.116e-01  0.000e+00
  10248  4.08841e+00  4.095e-01  3.679e+00  0.000e+00 -5.929e-02  4.688e-01  1.791e+00  1.792e+00  9.561e-02  0.000e+00
  10252  3.62090e+00  4.137e-01  3.207e+00  0.000e+00 -5.659e-02  4.703e-01  1.420e+00  1.695e+00  9.240e-02  0.000e+00
  10256  4.52370e+00  4.082e-01  4.116e+00  0.000e+00 -6.043e-02  4.686e-01  1.404e+00  2.627e+00  8.525e-02  0.000e+00
  10260  4.88896e+00  4.071e-01  4.482e+00  0.000e+00 -6.105e-02  4.682e-01  1.969e+00  2.408e+00  1.049e-01  0.000e+00
  10264  4.03892e+00  4.072e-01  3.632e+00  0.000e+00 -5.985e-02  4.670e-01  1.145e+00  2.395e+00  9.122e-02  0.000e+00
  10268  4.26963e+00  4.006e-01  3.869e+00  0.000e+00 -6.500e-02  4.656e-01  9.684e-01  2.806e+00  9.469e-02  0.000e+00
  10272  4.98027e+00  4.049e-01  4.575e+00  0.000e+00 -6.161e-02  4.665e-01  1.166e+00  3.313e+00  9.667e-02  0.000e+00
  10276  3.70599e+00  4.025e-01  3.303e+00  0.000e+00 -6.247e-02  4.650e-01  9.095e-01  2.317e+00  7.712e-02  0.000e+00
  10280  3.49551e+00  3.990e-01  3.096e+00  0.000e+00 -6.520e-02  4.642e-01  8.038e-01  2.215e+00  7.764e-02  0.000e+00
  10284  4.80307e+00  4.044e-01  4.399e+00  0.000e+00 -6.179e-02  4.662e-01  2.014e+00  2.289e+00  9.521e-02  0.000e+00
  10288  5.34820e+00  4.010e-01  4.947e+00  0.000e+00 -6.493e-02  4.660e-01  2.443e+00  2.418e+00  8.579e-02  0.000e+00
  10292  4.72209e+00  3.990e-01  4.323e+00  0.000e+00 -6.721e-02  4.662e-01  1.982e+00  2.260e+00  8.081e-02  0.000e+00
  10296  4.67099e+00  3.987e-01  4.272e+00  0.000e+00 -6.628e-02  4.650e-01  1.860e+00  2.334e+00  7.815e-02  0.000e+00
  10300  4.48753e+00  4.013e-01  4.086e+00  0.000e+00 -6.411e-02  4.655e-01  1.721e+00  2.269e+00  9.595e-02  0.000e+00
  10304  3.75465e+00  4.029e-01  3.352e+00  0.000e+00 -6.325e-02  4.662e-01  1.172e+00  2.080e+00  9.895e-02  0.000e+00
  10308  3.29557e+00  4.019e-01  2.894e+00  0.000e+00 -6.357e-02  4.655e-01  5.442e-01  2.241e+00  1.084e-01  0.000e+00
  10312  4.27306e+00  4.022e-01  3.871e+00  0.000e+00 -6.332e-02  4.655e-01  1.203e+00  2.552e+00  1.158e-01  0.000e+00
  10316  4.69030e+00  4.007e-01  4.290e+00  0.000e+00 -6.410e-02  4.648e-01  1.656e+00  2.532e+00  1.012e-01  0.000e+00
  10320  4.67654e+00  3.969e-01  4.280e+00  0.000e+00 -6.806e-02  4.649e-01  1.478e+00  2.684e+00  1.179e-01  0.000e+00
  10324  4.88586e+00  4.003e-01  4.486e+00  0.000e+00 -6.613e-02  4.665e-01  1.544e+00  2.804e+00  1.380e-01  0.000e+00
  10328  5.08742e+00  3.939e-01  4.693e+00  0.000e+00 -6.960e-02  4.636e-01  1.089e+00  3.458e+00  1.463e-01  0.000e+00
  10332  5.09052e+00  3.920e-01  4.698e+00  0.000e+00 -6.926e-02  4.613e-01  9.584e-01  3.592e+00  1.483e-01  0.000e+00
  10336  5.05092e+00  3.940e-01  4.657e+00  0.000e+00 -6.891e-02  4.629e-01  8.187e-01  3.693e+00  1.456e-01  0.000e+00
  10340  5.07440e+00  3.942e-01  4.680e+00  0.000e+00 -6.924e-02  4.634e-01  1.028e+00  3.475e+00  1.780e-01  0.000e+00
  10344  5.48971e+00  3.986e-01  5.091e+00  0.000e+00 -6.695e-02  4.656e-01  1.386e+00  3.543e+00  1.614e-01  0.000e+00
  10348  5.29280e+00  4.027e-01  4.890e+00  0.000e+00 -6.415e-02  4.668e-01  1.179e+00  3.539e+00  1.722e-01  0.000e+00
  10352  4.73531e+00  4.035e-01  4.332e+00  0.000e+00 -6.372e-02  4.673e-01  8.810e-01  3.282e+00  1.687e-01  0.000e+00
  10356  4.82796e+00  4.025e-01  4.425e+00  0.000e+00 -6.488e-02  4.673e-01  1.469e+00  2.806e+00  1.499e-01  0.000e+00
  10360  5.00184e+00  4.060e-01  4.596e+00  0.000e+00 -6.197e-02  4.680e-01  1.729e+00  2.713e+00  1.538e-01  0.000e+00
  10364  4.35642e+00  4.065e-01  3.950e+00  0.000e+00 -6.199e-02  4.685e-01  1.020e+00  2.760e+00  1.699e-01  0.000e+00
  10368  5.00210e+00  4.087e-01  4.593e+00  0.000e+00 -6.043e-02  4.691e-01  1.679e+00  2.740e+00  1.749e-01  0.000e+00
  10372  4.24715e+00  4.043e-01  3.843e+00  0.000e+00 -6.310e-02  4.674e-01  1.307e+00  2.364e+00  1.713e-01  0.000e+00
  10376  4.05075e+00  4.025e-01  3.648e+00  0.000e+00 -6.486e-02  4.674e-01  7.965e-01  2.678e+00  1.740e-01  0.000e+00
  10380  4.10752e+00  4.070e-01  3.701e+00  0.000e+00 -6.248e-02  4.695e-01  1.499e+00  2.032e+00  1.698e-01  0.000e+00
  10384  3.68207e+00  4.099e-01  3.272e+00  0.000e+00 -5.977e-02  4.697e-01  1.535e+00  1.561e+00  1.761e-01  0.000e+00
  10388  3.76938e+00  4.057e-01  3.364e+00  0.000e+00 -6.308e-02  4.688e-01  1.416e+00  1.743e+00  2.040e-01  0.000e+00
  10392  3.76685e+00  4.071e-01  3.360e+00  0.000e+00 -6.224e-02  4.694e-01  6.674e-01  2.464e+00  2.285e-01  0.000e+00
  10396  3.55113e+00  4.104e-01  3.141e+00  0.000e+00 -5.960e-02  4.700e-01  7.656e-01  2.189e+00  1.861e-01  0.000e+00
  10400  3.30318e+00  4.045e-01  2.899e+00  0.000e+00 -6.327e-02  4.678e-01  4.599e-01  2.227e+00  2.122e-01  0.000e+00
  10404  4.34319e+00  4.023e-01  3.941e+00  0.000e+00 -6.405e-02  4.663e-01  9.286e-01  2.799e+00  2.134e-01  0.000e+00
  10408  4.99830e+00  4.017e-01  4.597e+00  0.000e+00 -6.554e-02  4.673e-01  1.171e+00  3.218e+00  2.075e-01  0.000e+00
  10412  5.26002e+00  4.006e-01  4.859e+00  0.000e+00 -6.564e-02  4.662e-01  1.618e+00  3.007e+00  2.350e-01  0.000e+00
  10416  5.75978e+00  4.088e-01  5.351e+00  0.000e+00 -6.060e-02  4.694e-01  1.530e+00  3.601e+00  2.201e-01  0.000e+00
  10420  5.92707e+00  4.049e-01  5.522e+00  0.000e+00 -6.370e-02  4.686e-01  1.133e+00  4.121e+00  2.682e-01  0.000e+00
  10424  6.51933e+00  4.038e-01  6.116e+00  0.000e+00 -6.436e-02  4.682e-01  1.857e+00  4.011e+00  2.468e-01  0.000e+00
  10428  5.84439e+00  4.067e-01  5.438e+00  0.000e+00 -6.212e-02  4.688e-01  1.183e+00  4.020e+00  2.347e-01  0.000e+00
  10432  6.29238e+00  4.063e-01  5.886e+00  0.000e+00 -6.178e-02  4.681e-01  1.490e+00  4.152e+00  2.440e-01  0.000e+00
  10436  6.08181e+00  4.062e-01  5.676e+00  0.000e+00 -6.096e-02  4.672e-01  1.619e+00  3.817e+00  2.395e-01  0.000e+00
  10440  5.33025e+00  4.066e-01  4.924e+00  0.000e+00 -6.024e-02  4.669e-01  1.328e+00  3.354e+00  2.418e-01  0.000e+00
  10444  5.58222e+00  4.038e-01  5.178e+00  0.000e+00 -6.215e-02  4.659e-01  1.773e+00  3.168e+00  2.375e-01  0.000e+00
  10448  5.77818e+00  4.020e-01  5.376e+00  0.000e+00 -6.354e-02  4.656e-01  1.689e+00  3.484e+00  2.039e-01  0.000e+00
  10452  6.61152e+00  4.037e-01  6.208e+00  0.000e+00 -6.132e-02  4.650e-01  2.686e+00  3.349e+00  1.727e-01  0.000e+00
  10456  6.62401e+00  4.029e-01  6.221e+00  0.000e+00 -6.136e-02  4.642e-01  2.763e+00  3.297e+00  1.606e-01  0.000e+00
  10460  5.85654e+00  4.062e-01  5.450e+00  0.000e+00 -5.909e-02  4.653e-01  2.686e+00  2.614e+00  1.501e-01  0.000e+00
  10464  5.22586e+00  4.097e-01  4.816e+00  0.000e+00 -5.673e-02  4.664e-01  1.967e+00  2.684e+00  1.651e-01  0.000e+00
  10468  4.19196e+00  4.057e-01  3.786e+00  0.000e+00 -5.880e-02  4.645e-01  6.581e-01  2.958e+00  1.700e-01  0.000e+00
  10472  3.88634e+00  4.015e-01  3.485e+00  0.000e+00 -6.143e-02  4.629e-01  3.293e-01  2.973e+00  1.825e-01  0.000e+00
  10476  4.16077e+00  3.994e-01  3.761e+00  0.000e+00 -6.299e-02  4.624e-01  8.530e-01  2.745e+00  1.638e-01  0.000e+00
  10480  4.18814e+00  4.002e-01  3.788e+00  0.000e+00 -6.289e-02  4.631e-01  1.145e+00  2.478e+00  1.654e-01  0.000e+00
  10484  4.10003e+00  4.019e-01  3.698e+00  0.000e+00 -6.251e-02  4.644e-01  8.289e-01  2.702e+00  1.669e-01  0.000e+00
  10488  3.75828e+00  4.055e-01  3.353e+00  0.000e+00 -5.985e-02  4.653e-01  8.173e-01  2.385e+00  1.509e-01  0.000e+00
  10492  3.31548e+00  4.082e-01  2.907e+00  0.000e+00 -5.804e-02  4.663e-01  4.701e-01  2.306e+00  1.310e-01  0.000e+00
  10496  3.98253e+00  4.122e-01  3.570e+00  0.000e+00 -5.532e-02  4.675e-01  1.122e+00  2.323e+00  1.248e-01  0.000e+00
  10500  3.65268e+00  4.136e-01  3.239e+00  0.000e+00 -5.334e-02  4.670e-01  1.070e+00  2.059e+00  1.102e-01  0.000e+00
  10504  2.79767e+00  4.169e-01  2.381e+00  0.000e+00 -5.119e-02  4.681e-01  6.162e-01  1.648e+00  1.168e-01  0.000e+00
  10508  3.51132e+00  4.168e-01  3.094e+00  0.000e+00 -4.996e-02  4.668e-01  1.619e+00  1.374e+00  1.018e-01  0.000e+00
  10512  3.63888e+00  4.092e-01  3.230e+00  0.000e+00 -5.627e-02  4.655e-01  1.679e+00  1.449e+00  1.018e-01  0.000e+00
  10516  3.59008e+00  4.024e-01  3.188e+00  0.000e+00 -6.115e-02  4.636e-01  1.046e+00  2.029e+00  1.125e-01  0.000e+00
  10520  3.69209e+00  4.061e-01  3.286e+00  0.000e+00 -5.906e-02  4.651e-01  1.355e+00  1.810e+00  1.214e-01  0.000e+00
  10524  4.26977e+00  4.071e-01  3.863e+00  0.000e+00 -5.886e-02  4.660e-01  9.644e-01  2.735e+00  1.635e-01  0.000e+00
  10528  4.11483e+00  4.034e-01  3.711e+00  0.000e+00 -6.099e-02  4.644e-01  1.638e+00  1.946e+00  1.272e-01  0.000e+00
  10532  3.57982e+00  3.988e-01  3.181e+00  0.000e+00 -6.444e-02  4.632e-01  1.079e+00  1.956e+00  1.452e-01  0.000e+00
  10536  3.39583e+00  3.986e-01  2.997e+00  0.000e+00 -6.477e-02  4.634e-01  8.396e-01  2.024e+00  1.340e-01  0.000e+00
  10540  3.01969e+00  4.020e-01  2.618e+00  0.000e+00 -6.283e-02  4.648e-01  4.110e-01  2.090e+00  1.167e-01  0.000e+00
  10544  3.58987e+00  4.007e-01  3.189e+00  0.000e+00 -6.384e-02  4.645e-01  9.291e-01  2.126e+00  1.340e-01  0.000e+00
  10548  3.29991e+00  4.039e-01  2.896e+00  0.000e+00 -6.273e-02  4.666e-01  1.125e+00  1.658e+00  1.123e-01  0.000e+00
  10552  3.97275e+00  4.020e-01  3.571e+00  0.000e+00 -6.438e-02  4.664e-01  1.951e+00  1.511e+00  1.086e-01  0.000e+00
  10556  3.44954e+00  4.062e-01  3.043e+00  0.000e+00 -6.222e-02  4.684e-01  1.376e+00  1.561e+00  1.065e-01  0.000e+00
  10560  3.24737e+00  4.035e-01  2.844e+00  0.000e+00 -6.384e-02  4.673e-01  1.135e+00  1.593e+00  1.162e-01  0.000e+00
  10564  3.59912e+00  4.033e-01  3.196e+00  0.000e+00 -6.387e-02  4.671e-01  1.595e+00  1.483e+00  1.176e-01  0.000e+00
  10568  3.58711e+00  4.042e-01  3.183e+00  0.000e+00 -6.242e-02  4.667e-01  1.457e+00  1.594e+00  1.318e-01  0.000e+00
  10572  4.01540e+00  4.032e-01  3.612e+00  0.000e+00 -6.336e-02  4.666e-01  2.074e+00  1.424e+00  1.141e-01  0.000e+00
  10576  3.69120e+00  4.038e-01  3.287e+00  0.000e+00 -6.319e-02  4.670e-01  1.846e+00  1.321e+00  1.206e-01  0.000e+00
