#
# INPUTFILE C:\Users\mario\Documents\Code\Python\main_env\Dalton\input\mc\ch2o.mc
#
# -- INPUT DATA --
#
# MOLFILE C:\Users\mario\Documents\Code\Python\main_env\Dalton\geom\prm\ch2o.prm
# ENERGYOUT C:\Users\mario\Documents\Code\Python\main_env\Dalton\output\mc\ch2o.dat
# GEOMOUT C:\Users\mario\Documents\Code\Python\main_env\Dalton\output\mc\ch2o.xyz
# RANDOMSEED 1941260823
# TEMPERATURE 298.150000 K
# BOUNDARY 17.260000 A
# BOUNDARYSPRING 250.000000 kcal/(mol*A^2)
# BOUNDARYTYPE sphere
# STATUSTIME 1.000000 s
# ENERGYCONF 500
# GEOMCONF 500
# TOTALCONF 400000
#
# -- ENERGY DATA --
#
# energy terms [kcal/mol] vs. configuration
#  conf        e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
      0  3.56925e-01  0.000e+00  3.569e-01  0.000e+00  0.000e+00  0.000e+00  3.503e-01  6.631e-03  0.000e+00  2.835e-06
    500  1.50278e+00  0.000e+00  1.503e+00  0.000e+00  0.000e+00  0.000e+00  1.030e+00  2.965e-01  0.000e+00  1.761e-01
   1000  1.46501e+00  0.000e+00  1.465e+00  0.000e+00  0.000e+00  0.000e+00  1.182e+00  8.397e-02  0.000e+00  1.990e-01
   1500  6.72429e-01  0.000e+00  6.724e-01  0.000e+00  0.000e+00  0.000e+00  6.671e-01  4.703e-03  0.000e+00  6.082e-04
   2000  2.28076e+00  0.000e+00  2.281e+00  0.000e+00  0.000e+00  0.000e+00  1.805e+00  1.380e-01  0.000e+00  3.373e-01
   2500  2.21318e+00  0.000e+00  2.213e+00  0.000e+00  0.000e+00  0.000e+00  7.277e-01  1.132e+00  0.000e+00  3.539e-01
   3000  1.20385e+00  0.000e+00  1.204e+00  0.000e+00  0.000e+00  0.000e+00  1.013e+00  1.903e-01  0.000e+00  3.092e-04
   3500  8.67196e-01  0.000e+00  8.672e-01  0.000e+00  0.000e+00  0.000e+00  9.572e-02  2.609e-01  0.000e+00  5.105e-01
   4000  2.87816e+00  0.000e+00  2.878e+00  0.000e+00  0.000e+00  0.000e+00  7.469e-01  1.953e+00  0.000e+00  1.782e-01
   4500  2.62649e-01  0.000e+00  2.626e-01  0.000e+00  0.000e+00  0.000e+00  1.963e-01  6.606e-02  0.000e+00  3.371e-04
   5000  1.78946e+00  0.000e+00  1.789e+00  0.000e+00  0.000e+00  0.000e+00  9.694e-01  6.726e-01  0.000e+00  1.474e-01
   5500  2.72653e+00  0.000e+00  2.727e+00  0.000e+00  0.000e+00  0.000e+00  2.027e+00  1.111e-01  0.000e+00  5.882e-01
   6000  2.30366e+00  0.000e+00  2.304e+00  0.000e+00  0.000e+00  0.000e+00  1.077e+00  1.685e-01  0.000e+00  1.058e+00
   6500  1.38018e+00  0.000e+00  1.380e+00  0.000e+00  0.000e+00  0.000e+00  7.708e-01  5.109e-01  0.000e+00  9.840e-02
   7000  6.62901e+00  0.000e+00  6.629e+00  0.000e+00  0.000e+00  0.000e+00  3.629e+00  2.401e+00  0.000e+00  5.988e-01
   7500  2.05069e+00  0.000e+00  2.051e+00  0.000e+00  0.000e+00  0.000e+00  1.850e-01  1.122e+00  0.000e+00  7.436e-01
   8000  8.28533e-01  0.000e+00  8.285e-01  0.000e+00  0.000e+00  0.000e+00  4.504e-01  1.545e-01  0.000e+00  2.236e-01
   8500  1.91774e+00  0.000e+00  1.918e+00  0.000e+00  0.000e+00  0.000e+00  1.220e+00  3.610e-01  0.000e+00  3.370e-01
   9000  1.74846e+00  0.000e+00  1.748e+00  0.000e+00  0.000e+00  0.000e+00  9.069e-01  9.379e-02  0.000e+00  7.478e-01
   9500  5.25661e-01  0.000e+00  5.257e-01  0.000e+00  0.000e+00  0.000e+00  2.432e-01  2.795e-01  0.000e+00  2.971e-03
  10000  6.91798e-01  0.000e+00  6.918e-01  0.000e+00  0.000e+00  0.000e+00  4.957e-01  1.914e-01  0.000e+00  4.709e-03
  10500  1.15327e+00  0.000e+00  1.153e+00  0.000e+00  0.000e+00  0.000e+00  8.964e-01  2.548e-01  0.000e+00  2.138e-03
  11000  2.42571e+00  0.000e+00  2.426e+00  0.000e+00  0.000e+00  0.000e+00  1.033e+00  1.386e+00  0.000e+00  6.202e-03
  11500  7.09641e-01  0.000e+00  7.096e-01  0.000e+00  0.000e+00  0.000e+00  1.585e-01  2.921e-01  0.000e+00  2.591e-01
  12000  8.68194e-01  0.000e+00  8.682e-01  0.000e+00  0.000e+00  0.000e+00  5.102e-01  1.657e-01  0.000e+00  1.923e-01
  12500  1.34872e+00  0.000e+00  1.349e+00  0.000e+00  0.000e+00  0.000e+00  1.014e+00  1.666e-01  0.000e+00  1.684e-01
  13000  2.74990e+00  0.000e+00  2.750e+00  0.000e+00  0.000e+00  0.000e+00  2.174e+00  1.665e-01  0.000e+00  4.093e-01
  13500  8.87722e-01  0.000e+00  8.877e-01  0.000e+00  0.000e+00  0.000e+00  2.258e-01  4.494e-01  0.000e+00  2.125e-01
  14000  9.21592e-01  0.000e+00  9.216e-01  0.000e+00  0.000e+00  0.000e+00  2.425e-01  4.046e-01  0.000e+00  2.745e-01
  14500  1.97182e+00  0.000e+00  1.972e+00  0.000e+00  0.000e+00  0.000e+00  8.946e-01  9.877e-01  0.000e+00  8.955e-02
  15000  4.92014e-01  0.000e+00  4.920e-01  0.000e+00  0.000e+00  0.000e+00  2.613e-01  1.641e-01  0.000e+00  6.664e-02
  15500  1.28909e+00  0.000e+00  1.289e+00  0.000e+00  0.000e+00  0.000e+00  4.275e-01  1.200e-01  0.000e+00  7.416e-01
  16000  3.69235e+00  0.000e+00  3.692e+00  0.000e+00  0.000e+00  0.000e+00  2.597e+00  1.068e+00  0.000e+00  2.674e-02
  16500  8.09867e-01  0.000e+00  8.099e-01  0.000e+00  0.000e+00  0.000e+00  1.326e-01  6.489e-01  0.000e+00  2.837e-02
  17000  2.05515e+00  0.000e+00  2.055e+00  0.000e+00  0.000e+00  0.000e+00  1.469e+00  5.839e-01  0.000e+00  1.985e-03
  17500  3.00138e+00  0.000e+00  3.001e+00  0.000e+00  0.000e+00  0.000e+00  2.257e-01  2.776e+00  0.000e+00  1.726e-04
  18000  1.59896e+00  0.000e+00  1.599e+00  0.000e+00  0.000e+00  0.000e+00  3.155e-01  1.277e+00  0.000e+00  6.715e-03
  18500  1.21247e+00  0.000e+00  1.212e+00  0.000e+00  0.000e+00  0.000e+00  9.904e-01  2.467e-02  0.000e+00  1.973e-01
  19000  1.47828e-01  0.000e+00  1.478e-01  0.000e+00  0.000e+00  0.000e+00  2.235e-02  1.102e-01  0.000e+00  1.531e-02
  19500  2.65330e-01  0.000e+00  2.653e-01  0.000e+00  0.000e+00  0.000e+00  9.926e-02  1.660e-01  0.000e+00  3.098e-05
  20000  1.10660e+00  0.000e+00  1.107e+00  0.000e+00  0.000e+00  0.000e+00  6.715e-01  4.207e-01  0.000e+00  1.442e-02
  20500  2.88901e+00  0.000e+00  2.889e+00  0.000e+00  0.000e+00  0.000e+00  2.504e+00  1.859e-01  0.000e+00  1.992e-01
  21000  1.07056e+00  0.000e+00  1.071e+00  0.000e+00  0.000e+00  0.000e+00  5.567e-01  3.895e-01  0.000e+00  1.243e-01
  21500  9.20427e-01  0.000e+00  9.204e-01  0.000e+00  0.000e+00  0.000e+00  7.377e-01  1.783e-01  0.000e+00  4.447e-03
  22000  6.60762e-01  0.000e+00  6.608e-01  0.000e+00  0.000e+00  0.000e+00  5.978e-01  4.614e-02  0.000e+00  1.680e-02
  22500  4.75178e+00  0.000e+00  4.752e+00  0.000e+00  0.000e+00  0.000e+00  3.265e+00  1.408e+00  0.000e+00  7.938e-02
  23000  5.35065e-01  0.000e+00  5.351e-01  0.000e+00  0.000e+00  0.000e+00  4.887e-01  2.436e-02  0.000e+00  2.197e-02
  23500  1.86729e+00  0.000e+00  1.867e+00  0.000e+00  0.000e+00  0.000e+00  3.838e-01  1.052e+00  0.000e+00  4.315e-01
  24000  2.18403e+00  0.000e+00  2.184e+00  0.000e+00  0.000e+00  0.000e+00  5.245e-01  8.805e-01  0.000e+00  7.790e-01
  24500  2.07769e+00  0.000e+00  2.078e+00  0.000e+00  0.000e+00  0.000e+00  1.561e+00  3.860e-01  0.000e+00  1.308e-01
  25000  1.59664e+00  0.000e+00  1.597e+00  0.000e+00  0.000e+00  0.000e+00  7.896e-01  3.853e-01  0.000e+00  4.218e-01
  25500  1.44711e+00  0.000e+00  1.447e+00  0.000e+00  0.000e+00  0.000e+00  1.537e-01  2.183e-01  0.000e+00  1.075e+00
  26000  2.33333e+00  0.000e+00  2.333e+00  0.000e+00  0.000e+00  0.000e+00  1.092e+00  9.189e-01  0.000e+00  3.224e-01
  26500  1.36439e+00  0.000e+00  1.364e+00  0.000e+00  0.000e+00  0.000e+00  1.061e+00  2.161e-01  0.000e+00  8.740e-02
  27000  3.04114e+00  0.000e+00  3.041e+00  0.000e+00  0.000e+00  0.000e+00  1.021e+00  1.998e+00  0.000e+00  2.211e-02
  27500  3.80979e+00  0.000e+00  3.810e+00  0.000e+00  0.000e+00  0.000e+00  2.682e-01  1.917e+00  0.000e+00  1.625e+00
  28000  7.81372e-01  0.000e+00  7.814e-01  0.000e+00  0.000e+00  0.000e+00  5.657e-01  2.063e-01  0.000e+00  9.409e-03
  28500  1.56769e+00  0.000e+00  1.568e+00  0.000e+00  0.000e+00  0.000e+00  3.839e-01  8.539e-01  0.000e+00  3.299e-01
  29000  1.06917e+00  0.000e+00  1.069e+00  0.000e+00  0.000e+00  0.000e+00  4.453e-01  3.140e-02  0.000e+00  5.925e-01
  29500  1.45354e+00  0.000e+00  1.454e+00  0.000e+00  0.000e+00  0.000e+00  2.404e-01  1.182e+00  0.000e+00  3.150e-02
  30000  1.32098e+00  0.000e+00  1.321e+00  0.000e+00  0.000e+00  0.000e+00  6.263e-01  4.612e-01  0.000e+00  2.335e-01
  30500  2.13667e+00  0.000e+00  2.137e+00  0.000e+00  0.000e+00  0.000e+00  3.861e-01  1.384e+00  0.000e+00  3.666e-01
  31000  1.20647e+00  0.000e+00  1.206e+00  0.000e+00  0.000e+00  0.000e+00  7.145e-01  4.801e-01  0.000e+00  1.186e-02
  31500  1.61986e+00  0.000e+00  1.620e+00  0.000e+00  0.000e+00  0.000e+00  5.118e-01  1.023e+00  0.000e+00  8.488e-02
  32000  2.40196e+00  0.000e+00  2.402e+00  0.000e+00  0.000e+00  0.000e+00  6.899e-01  4.454e-01  0.000e+00  1.267e+00
  32500  4.36577e-01  0.000e+00  4.366e-01  0.000e+00  0.000e+00  0.000e+00  1.360e-01  3.002e-01  0.000e+00  3.968e-04
  33000  2.41157e-01  0.000e+00  2.412e-01  0.000e+00  0.000e+00  0.000e+00  2.120e-01  1.131e-03  0.000e+00  2.804e-02
  33500  1.66243e+00  0.000e+00  1.662e+00  0.000e+00  0.000e+00  0.000e+00  5.253e-01  1.143e-01  0.000e+00  1.023e+00
